📺央视频道,#genre#
深圳卫视,http://106.53.99.30/tv/hot.php?id=szws
云南卫视,http://106.53.99.30/tv/hot.php?id=ynws
贵州卫视,http://106.53.99.30/tv/hot.php?id=gzws
四川卫视,http://106.53.99.30/tv/hot.php?id=scws
新疆卫视,http://106.53.99.30/tv/hot.php?id=xjws
西藏卫视,http://106.53.99.30/tv/hot.php?id=xzws

重温经典,http://106.53.99.30/tv/hot.php?id=cwjd
上海五星体育,http://106.53.99.30/tv/hot.php?id=wxty
广东影视,http://106.53.99.30/tv/hot.php?id=gdys
上海新闻综合,http://106.53.99.30/tv/hot.php?id=shxw
上海东方影视,http://106.53.99.30/tv/hot.php?id=shys
上海第一财经,http://106.53.99.30/tv/hot.php?id=dycj
都市频道,http://106.53.99.30/tv/hot.php?id=shds
东方财经,http://106.53.99.30/tv/hot.php?id=dfcj
生活时尚,http://106.53.99.30/tv/hot.php?id=shss
金色学堂,http://106.53.99.30/tv/hot.php?id=jsxt
上海教育,http://106.53.99.30/tv/hot.php?id=shjy
游戏风云,http://106.53.99.30/tv/hot.php?id=yxfy
乐游,http://106.53.99.30/tv/hot.php?id=ly
法治天地,http://106.53.99.30/tv/hot.php?id=fztd
劲爆体育,http://106.53.99.30/tv/hot.php?id=jbty
魅力足球,http://106.53.99.30/tv/hot.php?id=mlzq
广东体育,http://106.53.99.30/tv/hot.php?id=gdty
经典香港电影,http://106.53.99.30/tv/hot.php?id=xgdy
军事迷必看大片,http://106.53.99.30/tv/hot.php?id=jsm
新片放映厅,http://106.53.99.30/tv/hot.php?id=xpdy
红色轮播台,http://106.53.99.30/tv/hot.php?id=hslb
金色剧场,http://106.53.99.30/tv/hot.php?id=jsjc
掼蛋精英赛,http://106.53.99.30/tv/hot.php?id=dds
咪咕24小时体育台,http://106.53.99.30/tv/hot.php?id=mgty
优漫卡通,http://106.53.99.30/tv/hot.php?id=jjkt
嘉佳卡通,http://106.53.99.30/tv/hot.php?id=jjkt
BRTV文艺,http://106.53.99.30/tv/hot.php?id=bjwy
BRTV纪实科教,http://106.53.99.30/tv/hot.php?id=bjjs
BRTV影视,http://106.53.99.30/tv/hot.php?id=bjys
BRTV财经,http://106.53.99.30/tv/hot.php?id=bjcj
BRTV体育休闲,http://106.53.99.30/tv/hot.php?id=bjty
BRTV生活,http://106.53.99.30/tv/hot.php?id=bjsh
BRTV新闻,http://106.53.99.30/tv/hot.php?id=bjxw
卡酷少儿,http://106.53.99.30/tv/hot.php?id=bjkk
掼蛋精英赛,http://106.53.99.30/tv/hot.php?id=dds
高清大片,http://106.53.99.30/tv/hot.php?id=gqdp
红色轮播台,http://106.53.99.30/tv/hot.php?id=hslb
经典动画大集合,http://106.53.99.30/tv/hot.php?id=dhdjh
经典深圳旁边电影,http://106.53.99.30/tv/hot.php?id=xgdy
军事迷必看大片,http://106.53.99.30/tv/hot.php?id=jsm
赛事最经典,http://106.53.99.30/tv/hot.php?id=sszjd
体坛名栏汇,http://106.53.99.30/tv/hot.php?id=ttmlh
乡村振兴,http://106.53.99.30/tv/hot.php?id=xczx
幸福中国年,http://106.53.99.30/tv/hot.php?id=xfzgn
新片放映厅,http://106.53.99.30/tv/hot.php?id=xpdy
周杰伦现场,http://106.53.99.30/tv/hot.php?id=zjlxc
最强综艺趴,http://106.53.99.30/tv/hot.php?id=zqzyp
金色剧场,http://106.53.99.30/tv/hot.php?id=jsjc

凤凰资讯,http://106.53.99.30/tv/hot.php?id=fhzx
凤凰香港,http://106.53.99.30/tv/hot.php?id=fhhk



组播列表,#genre#

CCTV1,http://1.30.81.248:4022/udp/239.125.2.66:4120
CCTV2,http://1.30.81.248:4022/udp/239.125.2.65:4120
CCTV3,http://1.30.81.248:4022/udp/239.125.2.52:4120
CCTV4,http://1.30.81.248:4022/udp/239.125.2.64:4120
CCTV5,http://1.30.81.248:4022/udp/239.125.2.54:4120
CCTV5+,http://1.30.81.248:4022/udp/239.125.1.57:5000
CCTV6,http://1.30.81.248:4022/udp/239.125.2.56:4120
CCTV7,http://1.30.81.248:4022/udp/239.125.2.63:4120
CCTV8,http://1.30.81.248:4022/udp/239.125.2.58:4120
CCTV9,http://1.30.81.248:4022/udp/239.125.2.62:4120
CCTV10,http://1.30.81.248:4022/udp/239.125.2.61:4120
CCTV11,http://1.30.81.248:4022/udp/239.125.1.101:4120
CCTV12,http://1.30.81.248:4022/udp/239.125.2.60:4120
CCTV13,http://1.30.81.248:4022/udp/239.125.1.53:4120
CCTV14,http://1.30.81.248:4022/udp/239.125.2.59:4120
CCTV15,http://1.30.81.248:4022/udp/239.125.1.102:4120
CCTVNEWS,http://1.30.81.248:4022/udp/239.125.1.140:4130
鄂尔多斯蒙古语综合,http://1.30.81.248:4022/udp/239.125.2.162:4151
鄂尔多斯新闻,http://1.30.81.248:4022/udp/239.125.2.165:4154
鄂尔多斯经济,http://1.30.81.248:4022/udp/239.125.2.164:4153
鄂尔多斯城市,http://1.30.81.248:4022/udp/239.125.2.163:4152
浙江卫视,http://1.30.81.248:4022/udp/239.125.2.68:4120
江苏卫视,http://1.30.81.248:4022/udp/239.125.2.69:4120
湖北卫视,http://1.30.81.248:4022/udp/239.125.2.74:4120
广东卫视,http://1.30.81.248:4022/udp/239.125.2.71:4120
三佳购物,http://1.30.81.248:4022/udp/239.125.2.144:4120
山西卫视,http://1.30.81.248:4022/udp/239.125.1.119:4130
贵州卫视,http://1.30.81.248:4022/udp/239.125.2.80:4120
东方卫视,http://1.30.81.248:4022/udp/239.125.2.82:4120
辽宁卫视,http://1.30.81.248:4022/udp/239.125.2.72:4120
山东卫视,http://1.30.81.248:4022/udp/239.125.2.75:4120
吉林卫视,http://1.30.81.248:4022/udp/239.125.2.191:4120
黑龙江卫视,http://1.30.81.248:4022/udp/239.125.2.83:4120
广西卫视,http://1.30.81.248:4022/udp/239.125.1.167:4130
兵团卫视,http://1.30.81.248:4022/udp/239.125.1.135:4130
安徽卫视,http://1.30.81.248:4022/udp/239.125.2.78:4120
北京卫视,http://1.30.81.248:4022/udp/239.125.2.73:4120
东南卫视,http://1.30.81.248:4022/udp/239.125.2.77:4120
河北卫视,http://1.30.81.248:4022/udp/239.125.2.70:4120
天津卫视,http://1.30.81.248:4022/udp/239.125.2.81:4120
湖南卫视,http://1.30.81.248:4022/udp/239.125.2.67:4120
四川卫视,http://1.30.81.248:4022/udp/239.125.2.79:4120
卡酷动画,http://1.30.81.248:4022/udp/239.125.1.127:4130
深圳卫视,http://1.30.81.248:4022/udp/239.125.2.76:4120
宁夏卫视,http://1.30.81.248:4022/udp/239.125.1.157:4130
IPTV谍战剧场,http://1.30.81.248:4022/udp/239.125.1.130:4130
云南卫视,http://1.30.81.248:4022/udp/239.125.1.160:4130
重庆卫视,http://1.30.81.248:4022/udp/239.125.2.102:4130
河南卫视,http://1.30.81.248:4022/udp/239.125.1.156:4130
江西卫视,http://1.30.81.248:4022/udp/239.125.2.101:4129
爱综艺,http://1.30.81.248:4022/udp/239.125.1.120:4130
爱体育,http://1.30.81.248:4022/udp/239.125.1.122:4130
爱电影,http://1.30.81.248:4022/udp/239.125.1.124:4130
爱大剧,http://1.30.81.248:4022/udp/239.125.1.126:4130
海南卫视,http://1.30.81.248:4022/udp/239.125.2.189:4120
青海卫视,http://1.30.81.248:4022/udp/239.125.1.150:4130
IPTV野外,http://1.30.81.248:4022/udp/234.1.3.126:5000
甘肃卫视,http://1.30.81.248:4022/udp/239.125.2.190:4120
陕西卫视,http://1.30.81.248:4022/udp/239.125.1.155:4130
足球,http://1.30.81.248:4022/udp/239.125.1.51:5000
三沙卫视,http://1.30.81.248:4022/udp/239.125.1.180:4130
西藏卫视,http://1.30.81.248:4022/udp/239.125.1.117:4130
CETV4,http://1.30.81.248:4022/udp/239.125.1.110:4120
城市剧场,http://1.30.81.248:4022/udp/239.125.1.148:4130
古装剧场,http://1.30.81.248:4022/udp/239.125.1.146:4130
音乐现场,http://1.30.81.248:4022/udp/239.125.1.40:5000
星影,http://1.30.81.248:4022/udp/239.125.1.55:5000
武侠剧场,http://1.30.81.248:4022/udp/239.125.1.145:4130
动作影院,http://1.30.81.248:4022/udp/239.125.1.53:5000
地理,http://1.30.81.248:4022/udp/239.125.1.41:5000
新疆卫视,http://1.30.81.248:4022/udp/239.125.1.123:4130
军旅剧场,http://1.30.81.248:4022/udp/239.125.1.147:4130
金鹰卡通,http://1.30.81.248:4022/udp/239.125.1.128:4130
全纪实,http://1.30.81.248:4022/udp/239.125.1.38:5000
山东教育,http://1.30.81.248:4022/udp/239.125.1.178:4130
动漫秀场,http://1.30.81.248:4022/udp/239.125.1.31:5000
精选,http://1.30.81.248:4022/udp/239.125.1.43:5000
动画,http://1.30.81.248:4022/udp/239.125.1.45:5000
都市剧场,http://1.30.81.248:4022/udp/239.125.1.129:4130
IPTV少儿动画,http://1.30.81.248:4022/udp/239.125.1.121:4130
CCTV17,http://1.30.81.248:4022/udp/239.125.2.204:4120
金色频道,http://1.30.81.248:4022/udp/239.125.1.39:5000
喜剧影院,http://1.30.81.248:4022/udp/239.125.1.52:5000
早教,http://1.30.81.248:4022/udp/239.125.1.44:5000
家庭影院,http://1.30.81.248:4022/udp/239.125.1.54:5000
好学生,http://1.30.81.248:4022/udp/239.125.1.17:4120
魅力时尚,http://1.30.81.248:4022/udp/239.125.1.27:5000
好享购物,http://1.30.81.248:4022/udp/239.125.44.2:5000
游戏风云,http://1.30.81.248:4022/udp/239.125.1.33:5000
光影,http://1.30.81.248:4022/udp/239.125.1.49:5000
收视指南,http://1.30.81.248:4022/udp/239.125.44.3:5000
热播剧场,http://1.30.81.248:4022/udp/239.125.1.125:4130
CETV2,http://1.30.81.248:4022/udp/239.125.1.29:5000
嘉佳卡通,http://1.30.81.248:4022/udp/239.125.2.213:4120
IPTV法治,http://1.30.81.248:4022/udp/239.125.1.56:5000
杭锦旗,http://1.30.81.248:4022/udp/239.125.2.212:4120
乌审旗,http://1.30.81.248:4022/udp/239.125.2.194:4120
IPTV相声小品,http://1.30.81.248:4022/udp/239.125.1.30:5000
湖南卫视,http://1.30.81.248:4022/udp/239.125.1.170:4130
江苏卫视,http://1.30.81.248:4022/udp/239.125.1.172:4130
深圳卫视,http://1.30.81.248:4022/udp/239.125.1.166:4130
黑龙江卫视,http://1.30.81.248:4022/udp/239.125.1.171:4130
四川卫视,http://1.30.81.248:4022/udp/239.125.1.175:4130
吉林卫视,http://1.30.81.248:4022/udp/239.125.2.205:4120
经典电影,http://1.30.81.248:4022/udp/239.125.1.28:5000
墨宝,http://1.30.81.248:4022/udp/239.125.1.48:5000
美人,http://1.30.81.248:4022/udp/239.125.44.9:4120
鉴赏,http://1.30.81.248:4022/udp/239.125.1.47:5000
IPTV5+,http://1.30.81.248:4022/udp/239.125.1.25:5000
优购物,http://1.30.81.248:4022/udp/239.125.1.138:4130
时尚购物,http://1.30.81.248:4022/udp/234.1.3.187:5000
家有购物,http://1.30.81.248:4022/udp/239.125.1.137:4130
聚鲨环球,http://1.30.81.248:4022/udp/239.125.1.136:4130
央广购物,http://1.30.81.248:4022/udp/239.125.2.14:4120
海南卫视,http://1.30.81.248:4022/udp/239.125.1.165:4130
甘肃卫视,http://1.30.81.248:4022/udp/239.125.1.151:4130
CCTV16-4K,http://1.30.81.248:4022/udp/239.125.2.218:4120
CCTV1,http://1.30.81.248:4022/udp/239.125.1.177:4130
CCTV2,http://1.30.81.248:4022/udp/239.125.1.118:4130
CCTV4,http://1.30.81.248:4022/udp/239.125.1.141:4130
CCTV7,http://1.30.81.248:4022/udp/239.125.1.131:4130
CCTV9,http://1.30.81.248:4022/udp/239.125.1.142:4130
CCTV10,http://1.30.81.248:4022/udp/239.125.1.143:4130
CCTV12,http://1.30.81.248:4022/udp/239.125.1.161:4130
CCTV14,http://1.30.81.248:4022/udp/239.125.1.162:4130
东南卫视,http://1.30.81.248:4022/udp/239.125.1.164:4130
辽宁卫视,http://1.30.81.248:4022/udp/239.125.1.115:4130
广东卫视,http://1.30.81.248:4022/udp/239.125.1.154:4130
湖北卫视,http://1.30.81.248:4022/udp/239.125.1.152:4130
山东卫视,http://1.30.81.248:4022/udp/239.125.1.149:4130
贵州卫视,http://1.30.81.248:4022/udp/239.125.1.158:4130
天津卫视,http://1.30.81.248:4022/udp/239.125.1.153:4130
东方卫视,http://1.30.81.248:4022/udp/239.125.1.116:4130
北京卫视,http://1.30.81.248:4022/udp/239.125.1.176:4130
金鹰纪实,http://1.30.81.248:4022/udp/239.125.2.106:4134
安徽卫视,http://1.30.81.248:4022/udp/239.125.1.173:4130
江西卫视,http://1.30.81.248:4022/udp/239.125.1.174:4130
重庆卫视,http://1.30.81.248:4022/udp/239.125.1.168:4130
浙江卫视,http://1.30.81.248:4022/udp/239.125.1.159:4130
河北卫视,http://1.30.81.248:4022/udp/239.125.1.169:4130
中国教育-1,http://1.30.81.248:4022/udp/239.125.1.139:4130
CCTV4中文国际美洲,http://1.30.81.248:4022/udp/239.125.2.197:4120
CGTN英文纪录,http://1.30.81.248:4022/udp/239.125.2.199:4120
CGTN英语,http://1.30.81.248:4022/udp/239.125.2.198:4120
CCTV4中文国际欧洲,http://1.30.81.248:4022/udp/239.125.2.196:4120
CGTN西班牙语,http://1.30.81.248:4022/udp/239.125.2.200:4120
CGTN法语,http://1.30.81.248:4022/udp/239.125.2.201:4120
CGTN阿拉伯语,http://1.30.81.248:4022/udp/239.125.2.202:4120
CGTN俄语,http://1.30.81.248:4022/udp/239.125.2.203:4120
CCTV16,http://1.30.81.248:4022/udp/239.125.2.206:4120
CCTV15,http://1.30.81.248:4022/udp/239.125.1.163:4130
爱生活,http://1.30.81.248:4022/udp/239.125.1.50:5000
CCTV11,http://1.30.81.248:4022/udp/239.125.1.134:4130
爱上4K,http://1.30.81.248:4022/udp/239.125.1.24:5000
西藏卫视,http://xxwx.yoesun.com/xxw/西藏网.php?id=ws&?m3u8key=txiptv
河南卫视,http://xxwx.yoesun.com/xxw/河南网.php?id=hnws
河南新闻,http://xxwx.yoesun.com/xxw/河南网.php?id=hnxw
河南都市,http://xxwx.yoesun.com/xxw/河南网.php?id=hnds
河南民生,http://xxwx.yoesun.com/xxw/河南网.php?id=hnms
河南公共,http://xxwx.yoesun.com/xxw/河南网.php?id=hngg
河南乡村,http://xxwx.yoesun.com/xxw/河南网.php?id=hnxc
河南梨园,http://xxwx.yoesun.com/xxw/河南网.php?id=hnly
河南法治,http://xxwx.yoesun.com/xxw/河南网.php?id=hmfz
河南电视剧,http://xxwx.yoesun.com/xxw/河南网.php?id=hndsj
武术世界,http://xxwx.yoesun.com/xxw/河南网.php?id=wspd
文物宝库,http://xxwx.yoesun.com/xxw/河南网.php?id=wwbk
睛彩中原,http://xxwx.yoesun.com/xxw/河南网.php?id=jczy
移动戏曲,http://xxwx.yoesun.com/xxw/河南网.php?id=ydxj
大象视界,http://xxwx.yoesun.com/xxw/河南网.php?id=xsj
1905电影网,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905a
内蒙古蒙古语卫视,http://1.30.81.248:4022/udp/239.125.1.66:5000
内蒙古卫视,http://1.30.81.248:4022/udp/239.125.1.59:5000
内蒙古经济,http://1.30.81.248:4022/udp/239.125.1.74:4120
内蒙古文体,http://1.30.81.248:4022/udp/239.125.1.72:4120
内蒙古农牧,http://1.30.81.248:4022/udp/239.125.1.73:4120
内蒙古新闻,http://1.30.81.248:4022/udp/239.125.1.70:4120
内蒙古蒙语文化,http://1.30.81.248:4022/udp/239.125.1.71:4120
内蒙古少儿,http://1.30.81.248:4022/udp/239.125.1.69:4120

❤️央视地方,#genre#
CCTV1,http://154.201.91.7:5555/tvbox/%E5%85%AC%E4%BC%97%E5%8F%B7%E5%A5%BD%E4%BA%AB%E7%94%9F%E6%B4%BB%E5%B0%8F%E5%8A%A9%E6%89%8B/%E5%8C%97%E4%BA%AC%E8%81%94%E9%80%9A%E7%BB%84%E6%92%AD%E6%BA%90/%E5%8C%97%E4%BA%AC%E8%81%94%E9%80%9A%E7%BB%84%E6%92%AD%E6%BA%9028.php?ID=1.129:8008
CCTV2,http://154.201.91.7:5555/tvbox/%E5%85%AC%E4%BC%97%E5%8F%B7%E5%A5%BD%E4%BA%AB%E7%94%9F%E6%B4%BB%E5%B0%8F%E5%8A%A9%E6%89%8B/%E5%8C%97%E4%BA%AC%E8%81%94%E9%80%9A%E7%BB%84%E6%92%AD%E6%BA%90/%E5%8C%97%E4%BA%AC%E8%81%94%E9%80%9A%E7%BB%84%E6%92%AD%E6%BA%9028.php?ID=1.60:8084
CCTV3,http://154.201.91.7:5555/tvbox/%E5%85%AC%E4%BC%97%E5%8F%B7%E5%A5%BD%E4%BA%AB%E7%94%9F%E6%B4%BB%E5%B0%8F%E5%8A%A9%E6%89%8B/%E5%8C%97%E4%BA%AC%E8%81%94%E9%80%9A%E7%BB%84%E6%92%AD%E6%BA%90/%E5%8C%97%E4%BA%AC%E8%81%94%E9%80%9A%E7%BB%84%E6%92%AD%E6%BA%9028.php?ID=1.172:8001
CCTV4,http://154.201.91.7:5555/tvbox/%E5%85%AC%E4%BC%97%E5%8F%B7%E5%A5%BD%E4%BA%AB%E7%94%9F%E6%B4%BB%E5%B0%8F%E5%8A%A9%E6%89%8B/%E5%8C%97%E4%BA%AC%E8%81%94%E9%80%9A%E7%BB%84%E6%92%AD%E6%BA%90/%E5%8C%97%E4%BA%AC%E8%81%94%E9%80%9A%E7%BB%84%E6%92%AD%E6%BA%9028.php?ID=1.105:8092
CCTV4,http://154.201.91.7:5555/tvbox/%E5%85%AC%E4%BC%97%E5%8F%B7%E5%A5%BD%E4%BA%AB%E7%94%9F%E6%B4%BB%E5%B0%8F%E5%8A%A9%E6%89%8B/%E5%8C%97%E4%BA%AC%E8%81%94%E9%80%9A%E7%BB%84%E6%92%AD%E6%BA%90/%E5%8C%97%E4%BA%AC%E8%81%94%E9%80%9A%E7%BB%84%E6%92%AD%E6%BA%9028.php?ID=1.213:4220
CCTV4,http://154.201.91.7:5555/tvbox/%E5%85%AC%E4%BC%97%E5%8F%B7%E5%A5%BD%E4%BA%AB%E7%94%9F%E6%B4%BB%E5%B0%8F%E5%8A%A9%E6%89%8B/%E5%8C%97%E4%BA%AC%E8%81%94%E9%80%9A%E7%BB%84%E6%92%AD%E6%BA%90/%E5%8C%97%E4%BA%AC%E8%81%94%E9%80%9A%E7%BB%84%E6%92%AD%E6%BA%9028.php?ID=1.214:4220
CCTV4,http://154.201.91.7:5555/tvbox/%E5%85%AC%E4%BC%97%E5%8F%B7%E5%A5%BD%E4%BA%AB%E7%94%9F%E6%B4%BB%E5%B0%8F%E5%8A%A9%E6%89%8B/%E5%8C%97%E4%BA%AC%E8%81%94%E9%80%9A%E7%BB%84%E6%92%AD%E6%BA%90/%E5%8C%97%E4%BA%AC%E8%81%94%E9%80%9A%E7%BB%84%E6%92%AD%E6%BA%9028.php?ID=1.245:2000
